arm,index,model,prompt_tokens,frontend_wait_s,local_scheduler_wait_s,prefill_wait_s,actual_prefill_service_s,decode_start_wait_s,ttft_s,tpot_s,e2e_s
D0,17,model_6,17,0.0006802082061767578,0.007841825485229492,0.018762826919555664,0.03918910026550293,0.028072118759155273,0.06647396087646484,0.049767971955812895,13.006146669387817
D0,18,model_5,68,0.0008409023284912109,0.00025653839111328125,0.003976106643676758,0.048718929290771484,0.029334545135498047,0.053792476654052734,0.08245724678039551,18.606673002243042
D0,19,model_4,18,0.0011830329895019531,0.0011250972747802734,0.019017934799194336,0.04809212684631348,0.028551101684570312,0.06941819190979004,0.039654863291773305,1.2194092273712158
D0,20,model_5,175,0.0008745193481445312,0.0010497570037841797,0.029191017150878906,0.04433083534240723,0.026966333389282227,0.07544612884521484,0.06309162293161664,3.608577013015747
D0,21,model_5,16,0.0005977153778076172,0.0019178390502929688,0.05370473861694336,0.02620410919189453,0.0774526596069336,0.08242440223693848,0.07738556526601315,29.798481464385986
D0,22,model_5,56,0.0006148815155029297,0.010602712631225586,0.3331921100616455,0.02891826629638672,0.11699175834655762,0.37332797050476074,0.05938510461287065,4.292744874954224
D0,23,model_3,297,0.000804901123046875,0.004525661468505859,0.1573810577392578,0.07712388038635254,0.022303342819213867,0.23983550071716309,0.040245913495921125,4.2241809368133545
D0,24,model_5,474,0.0008747577667236328,0.003976583480834961,0.03510880470275879,0.09293603897094727,0.021216630935668945,0.13289618492126465,0.05576409363165134,2.4192240238189697
D0,25,model_3,24,0.0004584789276123047,0.0032210350036621094,0.003443002700805664,0.032204627990722656,0.03837418556213379,0.039327144622802734,0.05039974610516979,15.864847421646118
D0,26,model_5,442,0.0004992485046386719,0.002129077911376953,0.021841049194335938,0.06601142883300781,0.023432254791259766,0.09048080444335938,0.05521576106548309,0.9739329814910889
D0,27,model_3,83,0.0007727146148681641,0.009314775466918945,0.027133464813232422,0.029467344284057617,0.026505470275878906,0.06668829917907715,0.04162068510877675,9.722687244415283
D0,28,model_4,227,0.000713348388671875,0.005548954010009766,0.022089004516601562,0.02984309196472168,0.10356545448303223,0.05819439888000488,0.0534728467464447,2.6248910427093506
D0,29,model_4,23,0.0006365776062011719,0.00743865966796875,0.0571749210357666,0.033873558044433594,0.03197789192199707,0.09912371635437012,0.04828617783884207,18.641016006469727
D0,30,model_3,17,0.0007803440093994141,0.006865262985229492,0.06171107292175293,0.026143789291381836,0.06794309616088867,0.09550046920776367,0.050194726528458085,19.219691276550293
D0,31,model_5,159,0.00079345703125,0.003248929977416992,0.22678613662719727,0.0328214168548584,0.22197723388671875,0.26364994049072266,0.046006008982658386,0.9997460842132568
D0,32,model_5,21,0.0005006790161132812,0.010187387466430664,0.1838059425354004,0.032871246337890625,0.22193074226379395,0.22736525535583496,0.08320936560630798,19.531938076019287
D0,33,model_3,74,0.0008804798126220703,0.0008380413055419922,0.25521016120910645,0.08132791519165039,0.15263080596923828,0.3382565975189209,0.04997948603843575,17.081384420394897
D0,34,model_3,769,0.0015408992767333984,0.008124828338623047,0.1483767032623291,0.08136248588562012,0.15259838104248047,0.23940491676330566,0.044253215193748474,0.9474563598632812
D0,35,model_2,13,0.0006937980651855469,0.008669853210449219,0.16527843475341797,0.03809642791748047,0.0445401668548584,0.2127385139465332,0.03225355602446057,3.5993618965148926
D0,36,model_4,1501,0.00045108795166015625,0.002685546875,0.13498282432556152,0.10308027267456055,0.024274349212646484,0.24119973182678223,0.04684442840516567,18.2294602394104
D0,37,model_1,234,0.0006468296051025391,0.0008196830749511719,0.11247777938842773,0.047265052795410156,0.020349740982055664,0.1612093448638916,0.03268358769354882,5.19448184967041
D0,38,model_3,551,0.0007660388946533203,0.009116172790527344,0.06432437896728516,0.0749971866607666,0.051683664321899414,0.14920377731323242,0.04937562704785478,16.986292600631714
D0,39,model_3,15,0.0004787445068359375,0.009893417358398438,0.03413558006286621,0.02873849868774414,0.022109508514404297,0.07324624061584473,0.04949936456978321,19.081002235412598
D0,40,model_3,771,0.0011379718780517578,0.007511138916015625,0.0051538944244384766,0.09679985046386719,0.022760391235351562,0.11060285568237305,0.0303027480840683,0.5954468250274658
D0,41,model_3,184,0.0005986690521240234,0.007711648941040039,0.004953861236572266,0.09684896469116211,0.02271294593811035,0.11011314392089844,0.030379533767700195,0.5961856842041016
D0,42,model_4,80,0.0006098747253417969,0.005058765411376953,0.002121448516845703,0.031812429428100586,0.026595592498779297,0.03960251808166504,0.047879166809129126,15.552452564239502
D0,43,model_2,10,0.0003933906555175781,0.005792856216430664,0.01368570327758789,0.02734231948852539,0.024240732192993164,0.04721426963806152,0.03983112913749885,14.426251888275146
D0,44,model_5,14,0.0006363391876220703,0.0018463134765625,0.003409147262573242,0.03435873985290527,0.028433799743652344,0.040250539779663086,0.07641911196211974,29.385189533233643
D0,45,model_5,8,0.0005917549133300781,0.005377769470214844,0.1056210994720459,0.033770084381103516,0.45752549171447754,0.14536070823669434,0.0773666085054477,29.854138374328613
D0,46,model_5,30,0.000545501708984375,0.008513927459716797,0.07325148582458496,0.03383827209472656,0.4574604034423828,0.1161491870880127,0.07736846183737119,29.82563853263855
D0,47,model_4,245,0.0006282329559326172,0.003156423568725586,0.04078221321105957,0.033510684967041016,0.4540700912475586,0.07807755470275879,0.05699867010116577,0.9900562763214111
D0,48,model_3,15,0.0006911754608154297,0.00034332275390625,0.01176905632019043,0.017303943634033203,0.01176762580871582,0.030107498168945312,0.04968254349448464,16.425346851348877
D0,49,model_2,413,0.0006589889526367188,0.0048291683197021484,0.017562150955200195,0.2579936981201172,0.043123483657836914,0.28104400634765625,0.03934078166882197,15.387904167175293
D0,50,model_6,778,0.00041961669921875,0.0036978721618652344,0.008424043655395508,0.3578610420227051,0.029421567916870117,0.37040257453918457,0.041978348046541214,3.0570168495178223
D0,51,model_3,43,0.0007994174957275391,0.006391286849975586,0.11722540855407715,0.038716793060302734,0.03093719482421875,0.163132905960083,0.04375157927587835,9.657225608825684
D0,52,model_4,769,0.0004725456237792969,0.00414729118347168,0.025148868560791016,0.08779311180114746,0.0235443115234375,0.11756181716918945,0.02386881411075592,0.4994628429412842
D0,53,model_5,173,0.0005037784576416016,0.009094953536987305,0.03054213523864746,0.05532670021057129,0.033435821533203125,0.09546756744384766,0.06196199144635882,2.2641372680664062
D0,54,model_2,72,0.0008194446563720703,0.0021386146545410156,0.012726068496704102,0.02977275848388672,0.02532958984375,0.045456886291503906,0.04023440933227539,15.133360385894775
D0,55,model_5,411,0.0006799697875976562,0.009819507598876953,0.06381678581237793,0.05114483833312988,0.25361180305480957,0.12546110153198242,0.09018637663052406,14.73565411567688
D0,56,model_5,12,0.0005738735198974609,0.007274150848388672,0.23284387588500977,0.056941986083984375,0.06522703170776367,0.2976338863372803,0.07909205449132267,24.57889461517334
D0,57,model_4,271,0.0005462169647216797,0.01031804084777832,0.16885828971862793,0.05623459815979004,0.06262421607971191,0.23595714569091797,0.02615697681903839,0.6544687747955322
D0,58,model_5,35,0.0008907318115234375,0.0035059452056884766,0.14740920066833496,0.056974172592163086,0.06519627571105957,0.20878005027770996,0.07057975467882659,6.913856744766235
D0,59,model_1,57,0.001146078109741211,0.003184795379638672,0.009238243103027344,0.026661396026611328,0.0616452693939209,0.040230512619018555,0.0370264778966489,0.8918395042419434
D0,60,model_1,289,0.0006227493286132812,0.010172843933105469,0.031253814697265625,0.034156084060668945,0.021095752716064453,0.07620549201965332,0.02633810043334961,0.49761509895324707
D0,61,model_1,899,0.0007421970367431641,0.008948326110839844,0.00452876091003418,0.05362367630004883,0.017171621322631836,0.06784296035766602,0.030528364510371768,0.9531655311584473
D0,62,model_5,87,0.0003943443298339844,0.002257108688354492,0.03315615653991699,0.0461273193359375,0.06809830665588379,0.08193492889404297,0.05662857402454723,1.327763557434082
D0,63,model_2,128,0.0011603832244873047,0.010705232620239258,0.006883144378662109,0.02816486358642578,0.027860641479492188,0.04691362380981445,0.03980684156219164,15.332740783691406
D0,64,model_4,777,0.0005955696105957031,0.005742311477661133,0.14634060859680176,0.08382153511047363,0.027570009231567383,0.23650002479553223,0.02477957308292389,0.6329731941223145
D0,65,model_1,10,0.00040793418884277344,0.008115053176879883,0.08991432189941406,0.016641855239868164,0.0384829044342041,0.11507916450500488,0.03291553813918882,8.245217084884644
D0,66,model_3,77,0.0008122920989990234,0.0004584789276123047,0.005864620208740234,0.03244662284851074,0.027697086334228516,0.039582014083862305,0.04952971699337164,19.058993339538574
D0,67,model_5,147,0.0007839202880859375,0.007447004318237305,0.0795438289642334,0.04325246810913086,0.0762643814086914,0.1310272216796875,0.07687770843505859,2.0529699325561523
D0,68,model_5,13,0.0005660057067871094,0.0036728382110595703,0.006379365921020508,0.04607725143432617,0.029201030731201172,0.05669546127319336,0.07741100330407436,27.07313561439514
D0,69,model_6,43,0.0007412433624267578,0.0011715888977050781,0.04872274398803711,0.05132699012756348,0.03334403038024902,0.10196256637573242,0.05363843031227589,20.699119806289673
D0,70,model_2,10,0.0006630420684814453,0.006235837936401367,0.014659881591796875,0.033357858657836914,0.026234149932861328,0.0549166202545166,0.03980366761485735,15.339524984359741
D0,71,model_5,251,0.0005431175231933594,0.006724119186401367,0.01368570327758789,0.05706024169921875,0.05047154426574707,0.07801318168640137,0.09513024271351017,13.967028617858887
D0,72,model_5,209,0.000614166259765625,0.004349231719970703,0.0055882930755615234,0.05620884895324707,0.04577207565307617,0.06676054000854492,0.082980636288138,22.63749361038208
D0,73,model_2,35,0.0006573200225830078,0.0009658336639404297,0.04882335662841797,0.027935266494750977,0.027555227279663086,0.07838177680969238,0.0417299408710141,10.886436462402344
D0,74,model_5,10,0.00037741661071777344,0.00118255615234375,0.013018131256103516,0.04218792915344238,0.02974534034729004,0.05676603317260742,0.09852455095811323,10.894466638565063
D0,75,model_5,1159,0.0005373954772949219,0.0008537769317626953,0.06110024452209473,0.7731127738952637,0.09521913528442383,0.835604190826416,0.07531272247433662,29.75568962097168
D0,76,model_3,502,0.0005259513854980469,0.009985685348510742,0.3247356414794922,0.05127692222595215,0.03359794616699219,0.3865242004394531,0.037919018485329366,2.4720702171325684
D0,77,model_2,400,0.0007064342498779297,0.005391120910644531,0.303098201751709,0.040055036544799805,0.03922915458679199,0.34925079345703125,0.024401932954788208,0.9348971843719482
D0,78,model_5,33,0.0007200241088867188,0.008074283599853516,0.48560023307800293,0.05798053741455078,0.03483843803405762,0.552375078201294,0.07622013540349455,27.30564260482788
D0,79,model_5,38,0.0005619525909423828,0.00833439826965332,0.4214327335357666,0.058058738708496094,0.03476285934448242,0.4883878231048584,0.08518115527321847,18.29124927520752
D0,80,model_6,136,0.0007014274597167969,0.004746437072753906,0.09062409400939941,0.05650210380554199,0.029124021530151367,0.1525740623474121,0.05152811453892635,4.171766996383667
D0,81,model_5,63,0.0006535053253173828,0.010585308074951172,0.028723716735839844,0.058071136474609375,0.034754276275634766,0.09803366661071777,0.0751620593170325,28.960264444351196
D0,82,model_3,18,0.000698089599609375,0.002806425094604492,0.009105682373046875,0.025142908096313477,0.05866885185241699,0.03775310516357422,0.049526749178767204,19.05602478981018
D0,83,model_2,224,0.0006265640258789062,0.0022859573364257812,0.027133703231811523,0.5174412727355957,0.028863906860351562,0.5474874973297119,0.02208909121426669,1.033447504043579
D0,84,model_5,1630,0.0009047985076904297,0.009921789169311523,0.38105082511901855,0.26491737365722656,0.12309885025024414,0.6567947864532471,0.0870688210672407,12.324016809463501
D0,85,model_5,380,0.0007851123809814453,0.007953166961669922,0.3924405574798584,0.08807897567749023,0.03254437446594238,0.4892578125,0.06946786642074584,1.878615140914917
D0,86,model_6,97,0.0006885528564453125,0.004837989807128906,0.09165763854980469,0.04636359214782715,0.028989315032958984,0.14354777336120605,0.03652618328730265,1.0201761722564697
D0,87,model_1,51,0.0009925365447998047,0.010970592498779297,0.007698774337768555,0.030986547470092773,0.02097344398498535,0.05064845085144043,0.033670076192953646,10.555712223052979
D0,88,model_6,226,0.0008189678192138672,0.0025131702423095703,0.017284154891967773,0.04754042625427246,0.07956504821777344,0.06815671920776367,0.05124536844400259,1.400536298751831
D0,89,model_3,10,0.0005598068237304688,0.002323627471923828,0.09674668312072754,0.027333498001098633,0.07838797569274902,0.12696361541748047,0.05247736655944607,14.873103618621826
D0,90,model_1,19,0.0007519721984863281,0.010540246963500977,0.037726640701293945,0.0287477970123291,0.2553715705871582,0.07776665687561035,0.031125310751108023,2.100911855697632
D0,91,model_3,57,0.00046062469482421875,0.009299039840698242,0.013626813888549805,0.028110980987548828,0.026334762573242188,0.051497459411621094,0.05284679742684042,14.108745574951172
D0,92,model_4,399,0.0006444454193115234,0.009986639022827148,0.265700101852417,0.05151057243347168,0.02631402015686035,0.32784175872802734,0.027848199009895325,0.7734129428863525
D0,93,model_5,71,0.0006847381591796875,0.00044655799865722656,0.00716710090637207,0.03770637512207031,0.06666827201843262,0.0460047721862793,0.07344806008040905,28.250059843063354
D0,94,model_6,608,0.0006356239318847656,0.003838062286376953,0.01590728759765625,0.0954735279083252,0.028682231903076172,0.11585450172424316,0.03693072497844696,0.7067461013793945
D0,95,model_5,505,0.0005939006805419922,0.009567975997924805,0.00417780876159668,0.10536050796508789,0.07894015312194824,0.11970019340515137,0.055786967277526855,1.012291669845581
D0,96,model_3,12,0.0004918575286865234,0.009221315383911133,0.0014781951904296875,0.03678584098815918,0.026792049407958984,0.04797720909118652,0.05047172619746282,16.4512882232666
D0,97,model_5,61,0.0011172294616699219,0.0030412673950195312,0.014739274978637695,0.04496908187866211,0.0330958366394043,0.06386685371398926,0.07670988265733074,20.468695640563965
D0,98,model_4,42,0.00044536590576171875,0.0015478134155273438,0.02576589584350586,0.027069807052612305,0.03002619743347168,0.05482888221740723,0.04571345510582129,17.608795642852783
D0,99,model_1,415,0.0011169910430908203,0.009180068969726562,0.19220709800720215,0.04015779495239258,0.018312692642211914,0.2426619529724121,0.0178528137696095,0.9389216899871826
D0,100,model_6,53,0.0008127689361572266,0.0075871944427490234,0.01178288459777832,0.042646169662475586,0.03298139572143555,0.06282901763916016,0.04964075982570648,0.8570811748504639
D0,101,model_5,239,0.0004892349243164062,0.010264396667480469,0.18039345741271973,0.057422637939453125,0.032570600509643555,0.24856972694396973,0.03577287495136261,0.8209357261657715
D0,102,model_6,338,0.0007648468017578125,0.008566617965698242,0.16289353370666504,0.09555673599243164,0.03163480758666992,0.26778173446655273,0.05201635360717773,1.8282723426818848
D0,103,model_3,10,0.0004622936248779297,0.010370731353759766,0.09852027893066406,0.015460014343261719,0.03035116195678711,0.12481331825256348,0.04825945136447748,18.656442642211914
D0,104,model_3,25,0.0004286766052246094,0.0043430328369140625,0.05549144744873047,0.015505075454711914,0.030307531356811523,0.07576823234558105,0.0482610979427894,18.60802984237671
D0,105,model_4,209,0.0007157325744628906,0.004185914993286133,0.017563343048095703,0.019503355026245117,0.03145956993103027,0.041968345642089844,0.050195177989219554,6.76812219619751
D0,106,model_5,38,0.0008018016815185547,0.0025954246520996094,0.0033991336822509766,0.03765535354614258,0.033922433853149414,0.04445171356201172,0.0789141420458184,19.2995023727417
D0,107,model_6,75,0.0011568069458007812,0.0012459754943847656,0.09272527694702148,0.029232025146484375,0.08138251304626465,0.1243600845336914,0.06318587064743042,1.1353340148925781
D0,108,model_5,22,0.0005793571472167969,0.010386943817138672,0.08188080787658691,0.029205322265625,1.0214643478393555,0.12205243110656738,0.07250761551161607,27.96497678756714
D0,109,model_5,1011,0.000985860824584961,0.008574962615966797,0.057570695877075195,0.08293771743774414,0.885627269744873,0.1500692367553711,0.10083033073516119,8.619817018508911
D0,110,model_3,572,0.0006690025329589844,0.010235071182250977,0.026965618133544922,0.890509843826294,0.19999361038208008,0.9283795356750488,0.09462893009185791,2.4424424171447754
D0,111,model_3,1538,0.0006692409515380859,0.006210803985595703,0.015852689743041992,0.8905420303344727,0.19996285438537598,0.9132747650146484,0.047286879176824864,17.700116872787476
D0,112,model_5,114,0.0011470317840576172,0.005825996398925781,0.49019885063171387,0.2959444522857666,0.13354802131652832,0.7931163311004639,0.09061710779056993,8.586187601089478
D0,113,model_5,26,0.0005860328674316406,0.004525184631347656,0.4263486862182617,0.2959716320037842,0.13352227210998535,0.7274315357208252,0.07019712279240291,27.68312668800354
D0,114,model_3,373,0.0005252361297607422,0.0011518001556396484,0.5263285636901855,0.14548635482788086,0.01876688003540039,0.6734919548034668,0.04901146175853438,15.425941944122314
D0,115,model_5,652,0.0006859302520751953,0.0061206817626953125,0.34271883964538574,0.08610248565673828,0.04549551010131836,0.43562793731689453,0.09835998713970184,2.009387731552124
D0,116,model_1,21,0.0007293224334716797,0.01007533073425293,0.018443822860717773,0.013290166854858398,0.012542724609375,0.04253864288330078,0.03381578612133739,8.3612220287323
D0,117,model_3,360,0.0007278919219970703,0.009070634841918945,0.3132202625274658,0.14558005332946777,0.018674612045288086,0.4685988426208496,0.07236066172199865,4.954959869384766
D0,118,model_3,34,0.000659942626953125,0.010077714920043945,0.19563889503479004,0.14560317993164062,0.018653392791748047,0.35197973251342773,0.04677462577819824,18.313436031341553
D0,119,model_3,238,0.0008890628814697266,0.0009188652038574219,0.02933478355407715,0.03801274299621582,0.03104424476623535,0.06915545463562012,0.04678916372358799,18.036194324493408
D0,120,model_2,12,0.0008158683776855469,0.003069162368774414,0.02303600311279297,0.027665376663208008,0.06865358352661133,0.05458641052246094,0.05530882650806058,3.483733654022217
D0,121,model_6,261,0.0007016658782958984,0.007022857666015625,0.0527346134185791,0.08760452270507812,0.4458436965942383,0.14806365966796875,0.05262138995718449,17.460500955581665
D0,122,model_5,694,0.001519918441772461,0.0017077922821044922,0.27141499519348145,0.6451327800750732,0.0713353157043457,0.9197754859924316,0.08182701468467712,2.2290077209472656
D0,123,model_5,976,0.0009219646453857422,0.0013213157653808594,0.2718007564544678,0.6450841426849365,0.07138252258300781,0.9191281795501709,0.07687676514630543,15.602590322494507
D0,124,model_3,10,0.0004582405090332031,0.004290103912353516,0.020308732986450195,0.04209136962890625,0.6548726558685303,0.06714844703674316,0.07762914896011353,1.3092148303985596
D0,125,model_3,564,0.0006239414215087891,0.008618593215942383,0.3332552909851074,0.19638895988464355,0.027420759201049805,0.5388867855072021,0.06085168520609538,2.3644373416900635
D0,126,model_6,12,0.0004379749298095703,0.0014226436614990234,0.20826935768127441,0.023925304412841797,0.03762364387512207,0.2340552806854248,0.05399612443787711,6.281621217727661
D0,127,model_5,17,0.0008852481842041016,0.006827354431152344,0.18327832221984863,0.024104595184326172,0.04605817794799805,0.21509552001953125,0.06847529113292694,26.509607315063477
D0,128,model_3,15,0.0008695125579833984,0.0020589828491210938,0.027049541473388672,0.030605316162109375,0.02838873863220215,0.06058335304260254,0.04882685804136709,10.16774296760559
D0,129,model_6,89,0.0010447502136230469,0.0010044574737548828,0.028486967086791992,0.040197134017944336,0.07537651062011719,0.07073330879211426,0.05137527299424013,19.798838138580322
D0,130,model_3,327,0.0004572868347167969,0.001209259033203125,0.015805959701538086,0.03441810607910156,0.08202028274536133,0.05189061164855957,0.09907238960266113,2.528700351715088
D0,131,model_4,30,0.0005886554718017578,0.007093906402587891,0.07411503791809082,0.05626654624938965,0.04953455924987793,0.13806414604187012,0.044028126945098243,17.044864892959595
D0,132,model_4,769,0.0004551410675048828,0.004285573959350586,0.07432079315185547,0.05621814727783203,0.04958081245422363,0.13527965545654297,0.06332233548164368,1.1484370231628418
D0,133,model_2,310,0.0008800029754638672,0.004550457000732422,0.025983333587646484,0.02753138542175293,0.5651988983154297,0.0589451789855957,0.06019141938951281,1.1423907279968262
D0,134,model_5,463,0.0006756782531738281,0.002623319625854492,0.303739070892334,0.05517387390136719,0.08186721801757812,0.3622119426727295,0.09275852143764496,1.8463482856750488
D0,135,model_2,93,0.0009515285491943359,0.005724430084228516,0.2512390613555908,0.03394031524658203,0.04728102684020996,0.2918553352355957,0.03689778968691826,14.460606575012207
D0,136,model_5,14,0.000583648681640625,0.0042955875396728516,0.3128340244293213,0.02747035026550293,0.047239065170288086,0.3451836109161377,0.0790699628683237,9.59636926651001
D0,137,model_1,20,0.0005738735198974609,0.007842302322387695,0.21924853324890137,0.04476642608642578,0.027080059051513672,0.2724311351776123,0.030303159289889865,7.090641975402832
D0,138,model_6,15,0.0007076263427734375,0.0014529228210449219,0.05806612968444824,0.03230738639831543,0.020940303802490234,0.09253406524658203,0.05094611644744873,4.372007846832275
D0,139,model_5,13,0.0006392002105712891,0.006682157516479492,0.07710146903991699,0.02635955810546875,0.23271656036376953,0.11078238487243652,0.09154979884624481,1.5755791664123535
D0,140,model_3,127,0.0005221366882324219,0.004057645797729492,0.04520297050476074,0.046790361404418945,0.05193829536437988,0.0965731143951416,0.04318413448830446,16.679280757904053
D0,141,model_5,742,0.0006380081176757812,0.0002608299255371094,0.049108266830444336,0.12870144844055176,0.05196642875671387,0.17870855331420898,0.09307233776365008,2.784734010696411
D0,142,model_3,55,0.0010008811950683594,0.006310224533081055,0.008442163467407227,0.03111743927001953,0.029227256774902344,0.04687070846557617,0.05485438346862793,2.7895898818969727
D0,143,model_3,2701,0.0006785392761230469,0.008856773376464844,0.04040670394897461,0.8793158531188965,0.02751469612121582,0.929257869720459,0.040757505844036736,16.580140113830566
D0,144,model_2,19,0.0011203289031982422,0.010262250900268555,0.0072841644287109375,0.018774032592773438,0.03794503211975098,0.03744077682495117,0.037676123703050915,12.018448114395142
D0,145,model_6,215,0.0008754730224609375,0.010201692581176758,0.09234738349914551,0.02826547622680664,0.49687862396240234,0.13169002532958984,0.061105355620384216,1.1093757152557373
D0,146,model_5,13,0.0007760524749755859,0.006993293762207031,0.44823336601257324,0.03838968276977539,0.07706356048583984,0.49439239501953125,0.07591777377658421,9.376771926879883
D0,147,model_2,247,0.0008215904235839844,0.007786989212036133,0.25429534912109375,0.023748159408569336,0.016938209533691406,0.2866520881652832,0.033607618883252144,4.588427305221558
D0,148,model_1,74,0.000392913818359375,0.0030465126037597656,0.22610974311828613,0.021094560623168945,0.015552520751953125,0.2506437301635742,0.02937689034835152,4.304654598236084
D0,149,model_5,15,0.0005240440368652344,0.008072614669799805,0.21546292304992676,0.03160834312438965,0.040116310119628906,0.25566792488098145,0.05711614384370692,1.226642370223999
D0,150,model_1,336,0.0011777877807617188,0.004801034927368164,0.014745473861694336,0.03695821762084961,0.019919157028198242,0.05768251419067383,0.01797609031200409,0.34529995918273926
D0,151,model_5,18,0.0006582736968994141,0.008435487747192383,0.033499717712402344,0.0418553352355957,0.02593541145324707,0.08444881439208984,0.06833915450634101,21.406265020370483
D0,152,model_4,489,0.0008859634399414062,0.010847806930541992,0.01614856719970703,0.06793212890625,0.027019500732421875,0.09581446647644043,0.0423338528602354,2.720513343811035
D0,153,model_2,292,0.0009489059448242188,0.01094675064086914,0.021744966506958008,0.04041290283203125,0.018192291259765625,0.07405352592468262,0.026267722249031067,0.4943370819091797
D0,154,model_5,19,0.0004031658172607422,0.008793115615844727,0.02980637550354004,0.037715911865234375,0.03650999069213867,0.07671856880187988,0.06886430973178344,14.744816541671753
D0,155,model_5,407,0.00044989585876464844,0.0007560253143310547,0.02050304412841797,0.06871199607849121,0.055484771728515625,0.09042096138000488,0.10331703722476959,1.7434935569763184
D0,156,model_4,242,0.0008819103240966797,0.006652355194091797,0.2886354923248291,0.01895880699157715,0.025812864303588867,0.3151285648345947,0.04260726893941561,16.67631983757019
D0,157,model_1,8,0.00055694580078125,0.0036897659301757812,0.049566030502319336,0.018489837646484375,0.2319164276123047,0.07230257987976074,0.029469223289222985,4.2864015102386475
D0,158,model_2,370,0.0007486343383789062,0.004954099655151367,0.2134561538696289,0.021713972091674805,0.024013519287109375,0.24087285995483398,0.031440632683890204,0.9011261463165283
D0,159,model_6,379,0.0006389617919921875,0.0002777576446533203,0.15115070343017578,0.20696616172790527,0.03913450241088867,0.35903358459472656,0.04461367668644074,1.7420575618743896
D0,160,model_5,210,0.0005154609680175781,0.0026307106018066406,0.07938599586486816,0.05491900444030762,0.25684666633605957,0.137451171875,0.06892098035567847,13.5770423412323
D0,161,model_6,650,0.0012445449829101562,0.010537385940551758,0.0646963119506836,0.20704889297485352,0.03905367851257324,0.283527135848999,0.04433747008442879,3.1211252212524414
D0,162,model_5,9,0.0012326240539550781,0.005973100662231445,0.02785038948059082,0.0446629524230957,0.18009400367736816,0.07971906661987305,0.06634669192135334,25.556848764419556
D0,163,model_3,11,0.0005865097045898438,0.007591962814331055,0.03323245048522949,0.04161834716796875,0.031651973724365234,0.08302927017211914,0.04095825056234995,15.810997486114502
D0,164,model_5,759,0.0009493827819824219,0.0038306713104248047,0.04286074638366699,0.1466050148010254,0.031069040298461914,0.1942458152770996,0.056902870535850525,1.104691743850708
